target_radius_m,external_n15_fraction,event,input_mev_per_initial_unit,input_mev_per_completion,cold_work_to_trigger_mev_per_initial_unit,remaining_kinetic_margin_mev_per_initial_unit,trigger_energy_mev_per_initial_unit,trigger_compression_ratio,maximum_compression_ratio,stagnation_radius_m,stagnation_temperature_keV,completion_at_stagnation,completion_after_half_density_expansion,mixed_n15_burn_after_expansion,extent_n15_p_a_c12,extent_c12_p_g_n13,extent_c13_a_n_o16,extent_o16_p_g_f17,extent_o17_p_a_n14,extent_n14_p_g_o15,energy_residual_fraction,initial_mass_amu_per_unit
350.0,0.98,oven-3-o17-to-o15,0.9401069833975733,1.6951749951909176,0.27810284048159684,0.2,0.46200414291597636,300000.0,397878.481526415,4.758658731950088,150.38993197784882,0.19949867698608306,0.5545781326792721,0.0,0.0,0.0,0.0,0.0,1.00000000000054,0.5545781326792721,-1.0191137643002056e-05,19.0
350.0,1.0,oven-1-c12-to-n13,0.6578482643667165,0.7455043898727076,0.09651493445233744,0.2,0.36133332991437905,100000.0,175465.27892887944,6.251789028400044,63.090971170840284,0.16084582576689316,0.8824203764635671,0.0,0.0,0.8824203764635671,0.0,0.0,0.0,0.0,4.1506072906121884e-07,13.0
350.0,1.0,oven-2-c13-to-f17,2.0456245984136903,3.5773234520258947,0.5222689957034143,0.2,1.323355602710276,1000000.0,1118255.1841835685,3.3720013328036718,206.77041601843374,0.2580591864176303,0.5718310423552058,0.0,0.0,0.0,0.999369715550598,0.5718310423552058,0.0,0.0,2.503426894741751e-07,18.0
350.0,1.0,oven-3-o17-to-o15,0.9401069833975733,1.6951749951909176,0.27810284048159684,0.2,0.46200414291597636,300000.0,397878.481526415,4.758658731950088,150.38993197784882,0.19949867698608306,0.5545781326792721,0.0,0.0,0.0,0.0,0.0,1.00000000000054,0.5545781326792721,-1.0191137643002056e-05,19.0
400.0,0.85,oven-1-c12-to-n13,0.24809409755861345,0.29255507889220955,0.10044299625363186,0.05,0.09765110130498157,100000.0,141089.73832372425,7.683542809648696,13.852500245443537,4.335740288891171e-06,0.8480252624498872,1.0000000039665184,0.15000000059497778,0.8480252624498872,0.0,0.0,0.0,0.0,-3.367322150577988e-07,13.6
400.0,0.85,oven-2-c13-to-f17,2.0456245984136903,3.352542043920081,0.5222689957034143,0.2,1.323355602710276,1000000.0,1115761.8327436578,3.8565842584012904,208.07608988431497,0.291240699444139,0.6101711989335024,0.0,0.0,0.0,0.9994704375474885,0.6101711989335024,0.0,0.0,-6.511958211462272e-07,18.0
400.0,0.85,oven-3-o17-to-o15,0.9401069833975733,1.5926157880820322,0.27810284048159684,0.2,0.46200414291597636,300000.0,394070.52836989437,5.455928529459894,158.64499200049835,0.22815588433702422,0.5902911364012865,0.0,0.0,0.0,0.0,0.0,1.0000000001200087,0.5902911364012865,1.518647497001123e-06,19.0
400.0,0.9,oven-1-c12-to-n13,0.339808029503666,0.3978530394403223,0.0991335254572818,0.01,0.23067450404638423,100000.0,102275.64105807575,8.553343651521303,65.94077879115173,0.1025950632550059,0.8541043948833197,1.0000000033192735,0.10000000033192732,0.8541043948833197,0.0,0.0,0.0,0.0,9.239749357478717e-07,13.4
400.0,0.9,oven-2-c13-to-f17,2.0456245984136903,3.352542043920081,0.5222689957034143,0.2,1.323355602710276,1000000.0,1115761.8327436578,3.8565842584012904,208.07608988431497,0.291240699444139,0.6101711989335024,0.0,0.0,0.0,0.9994704375474885,0.6101711989335024,0.0,0.0,-6.511958211462272e-07,18.0
400.0,0.9,oven-3-o17-to-o15,0.9401069833975733,1.5926157880820322,0.27810284048159684,0.2,0.46200414291597636,300000.0,394070.52836989437,5.455928529459894,158.64499200049835,0.22815588433702422,0.5902911364012865,0.0,0.0,0.0,0.0,0.0,1.0000000001200087,0.5902911364012865,1.518647497001123e-06,19.0
400.0,0.95,oven-1-c12-to-n13,0.39217908858899686,0.43215440079088135,0.09782416975778435,0.2,0.09435491883121247,100000.0,265118.0975396765,6.226541205034158,48.939375650905504,0.07572193608051091,0.9074976162947176,1.0000000097780437,0.05000000048890223,0.9074976162947176,0.0,0.0,0.0,0.0,-6.675497990680048e-07,13.2
400.0,0.95,oven-2-c13-to-f17,2.0456245984136903,3.352542043920081,0.5222689957034143,0.2,1.323355602710276,1000000.0,1115761.8327436578,3.8565842584012904,208.07608988431497,0.291240699444139,0.6101711989335024,0.0,0.0,0.0,0.9994704375474885,0.6101711989335024,0.0,0.0,-6.511958211462272e-07,18.0
400.0,0.95,oven-3-o17-to-o15,0.9401069833975733,1.5926157880820322,0.27810284048159684,0.2,0.46200414291597636,300000.0,394070.52836989437,5.455928529459894,158.64499200049835,0.22815588433702422,0.5902911364012865,0.0,0.0,0.0,0.0,0.0,1.0000000001200087,0.5902911364012865,1.518647497001123e-06,19.0
400.0,0.98,oven-1-c12-to-n13,0.521574070492706,0.594485518788668,0.09703861378497386,0.2,0.22453545670773212,100000.0,187766.08585784436,6.9853409234335,49.594044327061894,0.0792048001832433,0.8773537016603409,1.0000001086355983,0.020000002172711983,0.8773537016603409,0.0,0.0,0.0,0.0,4.548419570247053e-07,13.08
400.0,0.98,oven-2-c13-to-f17,2.0456245984136903,3.352542043920081,0.5222689957034143,0.2,1.323355602710276,1000000.0,1115761.8327436578,3.8565842584012904,208.07608988431497,0.291240699444139,0.6101711989335024,0.0,0.0,0.0,0.9994704375474885,0.6101711989335024,0.0,0.0,-6.511958211462272e-07,18.0
400.0,0.98,oven-3-o17-to-o15,0.9401069833975733,1.5926157880820322,0.27810284048159684,0.2,0.46200414291597636,300000.0,394070.52836989437,5.455928529459894,158.64499200049835,0.22815588433702422,0.5902911364012865,0.0,0.0,0.0,0.0,0.0,1.0000000001200087,0.5902911364012865,1.518647497001123e-06,19.0
400.0,1.0,oven-1-c12-to-n13,0.6578482643667165,0.7272610544517576,0.09651493445233744,0.2,0.36133332991437905,100000.0,174810.24239713702,7.15381491262119,71.72469580876671,0.22843799559854094,0.9045558817426741,0.0,0.0,0.9045558817426741,0.0,0.0,0.0,0.0,1.1462802362209602e-06,13.0
400.0,1.0,oven-2-c13-to-f17,2.0456245984136903,3.352542043920081,0.5222689957034143,0.2,1.323355602710276,1000000.0,1115761.8327436578,3.8565842584012904,208.07608988431497,0.291240699444139,0.6101711989335024,0.0,0.0,0.0,0.9994704375474885,0.6101711989335024,0.0,0.0,-6.511958211462272e-07,18.0
400.0,1.0,oven-3-o17-to-o15,0.9401069833975733,1.5926157880820322,0.27810284048159684,0.2,0.46200414291597636,300000.0,394070.52836989437,5.455928529459894,158.64499200049835,0.22815588433702422,0.5902911364012865,0.0,0.0,0.0,0.0,0.0,1.0000000001200087,0.5902911364012865,1.518647497001123e-06,19.0
450.0,0.85,oven-1-c12-to-n13,0.24809409755861345,0.28172928928903784,0.10044299625363186,0.05,0.09765110130498157,100000.0,141019.84553618738,8.645413479915057,14.185726371632885,5.328002238557642e-06,0.8806116615872458,1.0000000038564718,0.1500000005784708,0.8806116615872458,0.0,0.0,0.0,0.0,7.867009689562428e-09,13.6
450.0,0.85,oven-2-c13-to-f17,1.6305916100992435,3.111113841072012,0.5222689957034143,0.2,0.9083226143958292,1000000.0,1215056.707555317,4.217097719490412,182.27129355356988,0.12698090398921472,0.5241182719104173,0.0,0.0,0.0,0.9989722210627473,0.5241182719104173,0.0,0.0,2.6798043689250113e-07,18.0
450.0,0.85,oven-3-o17-to-o15,0.7571355606372844,1.4887144179860332,0.27810284048159684,0.2,0.27903272015568753,300000.0,485155.36657571304,5.726890779481604,30.820913928489183,0.0005258284263969885,0.5085834808139728,0.0,0.0,0.0,0.0,0.0,1.0000000000982672,0.5085834808139728,-5.769301210278342e-07,19.0
450.0,0.9,oven-1-c12-to-n13,0.339808029503666,0.3885313570791291,0.0991335254572818,0.01,0.23067450404638423,100000.0,102220.65412216463,9.624236691761466,68.43185329698377,0.12300215379556233,0.87459615115302,1.0000000032769014,0.10000000032769012,0.87459615115302,0.0,0.0,0.0,0.0,1.4964905141104032e-06,13.4
450.0,0.9,oven-2-c13-to-f17,1.6305916100992435,3.111113841072012,0.5222689957034143,0.2,0.9083226143958292,1000000.0,1215056.707555317,4.217097719490412,182.27129355356988,0.12698090398921472,0.5241182719104173,0.0,0.0,0.0,0.9989722210627473,0.5241182719104173,0.0,0.0,2.6798043689250113e-07,18.0
450.0,0.9,oven-3-o17-to-o15,0.7571355606372844,1.4887144179860332,0.27810284048159684,0.2,0.27903272015568753,300000.0,485155.36657571304,5.726890779481604,30.820913928489183,0.0005258284263969885,0.5085834808139728,0.0,0.0,0.0,0.0,0.0,1.0000000000982672,0.5085834808139728,-5.769301210278342e-07,19.0
450.0,0.95,oven-1-c12-to-n13,0.39217908858899686,0.4241118474756088,0.09782416975778435,0.2,0.09435491883121247,100000.0,262954.42423777544,7.024019140480155,52.81774289415009,0.10253639054824544,0.9247067511160522,1.000000010390297,0.0500000005195149,0.9247067511160522,0.0,0.0,0.0,0.0,3.6515871901200726e-07,13.2
450.0,0.95,oven-2-c13-to-f17,1.6305916100992435,3.111113841072012,0.5222689957034143,0.2,0.9083226143958292,1000000.0,1215056.707555317,4.217097719490412,182.27129355356988,0.12698090398921472,0.5241182719104173,0.0,0.0,0.0,0.9989722210627473,0.5241182719104173,0.0,0.0,2.6798043689250113e-07,18.0
450.0,0.95,oven-3-o17-to-o15,0.7571355606372844,1.4887144179860332,0.27810284048159684,0.2,0.27903272015568753,300000.0,485155.36657571304,5.726890779481604,30.820913928489183,0.0005258284263969885,0.5085834808139728,0.0,0.0,0.0,0.0,0.0,1.0000000000982672,0.5085834808139728,-5.769301210278342e-07,19.0
450.0,0.98,oven-1-c12-to-n13,0.521574070492706,0.5777624177108203,0.09703861378497386,0.2,0.22453545670773212,100000.0,187076.1425476195,7.868157504123474,53.09875054876625,0.1040612311368365,0.9027483520981846,1.0000001153739038,0.02000000230747809,0.9027483520981846,0.0,0.0,0.0,0.0,1.3083365936952673e-07,13.08
450.0,0.98,oven-2-c13-to-f17,1.6305916100992435,3.111113841072012,0.5222689957034143,0.2,0.9083226143958292,1000000.0,1215056.707555317,4.217097719490412,182.27129355356988,0.12698090398921472,0.5241182719104173,0.0,0.0,0.0,0.9989722210627473,0.5241182719104173,0.0,0.0,2.6798043689250113e-07,18.0
450.0,0.98,oven-3-o17-to-o15,0.7571355606372844,1.4887144179860332,0.27810284048159684,0.2,0.27903272015568753,300000.0,485155.36657571304,5.726890779481604,30.820913928489183,0.0005258284263969885,0.5085834808139728,0.0,0.0,0.0,0.0,0.0,1.0000000000982672,0.5085834808139728,-5.769301210278342e-07,19.0
450.0,1.0,oven-1-c12-to-n13,0.6578482643667165,0.7155011873167344,0.09651493445233744,0.2,0.36133332991437905,100000.0,174099.13342532603,8.058984317135966,83.09827806484174,0.31673077085218665,0.919423022669987,0.0,0.0,0.919423022669987,0.0,0.0,0.0,0.0,-3.565810474418915e-07,13.0
450.0,1.0,oven-2-c13-to-f17,1.6305916100992435,3.111113841072012,0.5222689957034143,0.2,0.9083226143958292,1000000.0,1215056.707555317,4.217097719490412,182.27129355356988,0.12698090398921472,0.5241182719104173,0.0,0.0,0.0,0.9989722210627473,0.5241182719104173,0.0,0.0,2.6798043689250113e-07,18.0
450.0,1.0,oven-3-o17-to-o15,0.7571355606372844,1.4887144179860332,0.27810284048159684,0.2,0.27903272015568753,300000.0,485155.36657571304,5.726890779481604,30.820913928489183,0.0005258284263969885,0.5085834808139728,0.0,0.0,0.0,0.0,0.0,1.0000000000982672,0.5085834808139728,-5.769301210278342e-07,19.0
475.0,0.85,oven-1-c12-to-n13,0.24809409755861345,0.2783157868636588,0.10044299625363186,0.05,0.09765110130498157,100000.0,140983.0104680647,9.126508927472704,14.385543016712438,5.898417419675887e-06,0.8914122348372199,1.0000000037251784,0.1500000005587768,0.8914122348372199,0.0,0.0,0.0,0.0,-7.947857762944598e-07,13.6
475.0,0.85,oven-2-c13-to-f17,1.6305916100992435,3.0039311754196434,0.5222689957034143,0.2,0.9083226143958292,1000000.0,1212643.4971038585,4.454331779949293,182.9788043036309,0.1419582342074782,0.5428192308272353,0.0,0.0,0.0,0.999057025653812,0.5428192308272353,0.0,0.0,2.8428513107507505e-07,18.0
475.0,0.85,oven-3-o17-to-o15,0.7571355606372844,1.3972736468660119,0.27810284048159684,0.2,0.27903272015568753,300000.0,484970.2928090027,6.045820248902377,31.165393102488967,0.0006224313421597442,0.5418663425990228,0.0,0.0,0.0,0.0,0.0,1.0000000000836353,0.5418663425990228,-8.569528098037717e-08,19.0
475.0,0.9,oven-1-c12-to-n13,0.339808029503666,0.38491772240910055,0.0991335254572818,0.01,0.23067450404638423,100000.0,102195.99957870875,10.159733380486658,69.76364359968053,0.133903174013957,0.8828069213776268,1.000000003897307,0.10000000038973067,0.8828069213776268,0.0,0.0,0.0,0.0,5.22131167270809e-07,13.4
475.0,0.9,oven-2-c13-to-f17,1.6305916100992435,3.0039311754196434,0.5222689957034143,0.2,0.9083226143958292,1000000.0,1212643.4971038585,4.454331779949293,182.9788043036309,0.1419582342074782,0.5428192308272353,0.0,0.0,0.0,0.999057025653812,0.5428192308272353,0.0,0.0,2.8428513107507505e-07,18.0
475.0,0.9,oven-3-o17-to-o15,0.7571355606372844,1.3972736468660119,0.27810284048159684,0.2,0.27903272015568753,300000.0,484970.2928090027,6.045820248902377,31.165393102488967,0.0006224313421597442,0.5418663425990228,0.0,0.0,0.0,0.0,0.0,1.0000000000836353,0.5418663425990228,-8.569528098037717e-08,19.0
475.0,0.95,oven-1-c12-to-n13,0.39217908858899686,0.4212733516172816,0.09782416975778435,0.2,0.09435491883121247,100000.0,261927.72410835067,7.4239172059048375,55.00552677374583,0.11997346435066886,0.9309373286570563,1.0000008111859826,0.05000004055929917,0.9309373286570563,0.0,0.0,0.0,0.0,4.625163692863053e-07,13.2
475.0,0.95,oven-2-c13-to-f17,1.6305916100992435,3.0039311754196434,0.5222689957034143,0.2,0.9083226143958292,1000000.0,1212643.4971038585,4.454331779949293,182.9788043036309,0.1419582342074782,0.5428192308272353,0.0,0.0,0.0,0.999057025653812,0.5428192308272353,0.0,0.0,2.8428513107507505e-07,18.0
475.0,0.95,oven-3-o17-to-o15,0.7571355606372844,1.3972736468660119,0.27810284048159684,0.2,0.27903272015568753,300000.0,484970.2928090027,6.045820248902377,31.165393102488967,0.0006224313421597442,0.5418663425990228,0.0,0.0,0.0,0.0,0.0,1.0000000000836353,0.5418663425990228,-8.569528098037717e-08,19.0
475.0,0.98,oven-1-c12-to-n13,0.521574070492706,0.5721630587341933,0.09703861378497386,0.2,0.22453545670773212,100000.0,186741.03048210853,8.310242415119648,55.06668437868448,0.11968122997484214,0.9115829177203327,1.000000005452727,0.020000000109054557,0.9115829177203327,0.0,0.0,0.0,0.0,1.132360142068182e-07,13.08
475.0,0.98,oven-2-c13-to-f17,1.6305916100992435,3.0039311754196434,0.5222689957034143,0.2,0.9083226143958292,1000000.0,1212643.4971038585,4.454331779949293,182.9788043036309,0.1419582342074782,0.5428192308272353,0.0,0.0,0.0,0.999057025653812,0.5428192308272353,0.0,0.0,2.8428513107507505e-07,18.0
475.0,0.98,oven-3-o17-to-o15,0.7571355606372844,1.3972736468660119,0.27810284048159684,0.2,0.27903272015568753,300000.0,484970.2928090027,6.045820248902377,31.165393102488967,0.0006224313421597442,0.5418663425990228,0.0,0.0,0.0,0.0,0.0,1.0000000000836353,0.5418663425990228,-8.569528098037717e-08,19.0
475.0,1.0,oven-1-c12-to-n13,0.6578482643667165,0.7110496946820817,0.09651493445233744,0.2,0.36133332991437905,100000.0,173723.62373275097,8.51283043790871,89.50429331232345,0.36606276972818586,0.9251790265669798,0.0,0.0,0.9251790265669798,0.0,0.0,0.0,0.0,6.508197630955668e-07,13.0
475.0,1.0,oven-2-c13-to-f17,1.6305916100992435,3.0039311754196434,0.5222689957034143,0.2,0.9083226143958292,1000000.0,1212643.4971038585,4.454331779949293,182.9788043036309,0.1419582342074782,0.5428192308272353,0.0,0.0,0.0,0.999057025653812,0.5428192308272353,0.0,0.0,2.8428513107507505e-07,18.0
475.0,1.0,oven-3-o17-to-o15,0.7571355606372844,1.3972736468660119,0.27810284048159684,0.2,0.27903272015568753,300000.0,484970.2928090027,6.045820248902377,31.165393102488967,0.0006224313421597442,0.5418663425990228,0.0,0.0,0.0,0.0,0.0,1.0000000000836353,0.5418663425990228,-8.569528098037717e-08,19.0
500.0,0.85,oven-1-c12-to-n13,0.24809409755861345,0.2756161282953136,0.10044299625363186,0.05,0.09765110130498157,100000.0,140944.7657692765,9.60772034866762,14.616582680611003,6.535788789806136e-06,0.9001436131226281,1.0000000038005379,0.1500000005700807,0.9001436131226281,0.0,0.0,0.0,0.0,3.709798983972756e-07,13.6
500.0,0.85,oven-2-c13-to-f17,1.6305916100992435,2.910090131443603,0.5222689957034143,0.2,0.9083226143958292,1000000.0,1210316.8621807217,4.6917728345477805,183.6549531185399,0.15670094507449328,0.5603234045848466,0.0,0.0,0.0,0.9991304893899381,0.5603234045848466,0.0,0.0,2.9699773370413103e-07,18.0
500.0,0.85,oven-3-o17-to-o15,0.7571355606372844,1.3299161635891235,0.27810284048159684,0.2,0.27903272015568753,300000.0,484780.6408493125,6.364851100077493,31.550984662211736,0.000735912140728836,0.5693107440652182,0.0,0.0,0.0,0.0,0.0,1.0000000000103888,0.5693107440652182,3.036956988456589e-07,19.0
500.0,0.9,oven-1-c12-to-n13,0.339808029503666,0.38181129438808087,0.0991335254572818,0.01,0.23067450404638423,100000.0,102172.86661525264,10.695263239854494,71.15310883036796,0.14526902221005464,0.8899894646863906,1.0000000030245701,0.10000000030245698,0.8899894646863906,0.0,0.0,0.0,0.0,5.27942052188613e-07,13.4
500.0,0.9,oven-2-c13-to-f17,1.6305916100992435,2.910090131443603,0.5222689957034143,0.2,0.9083226143958292,1000000.0,1210316.8621807217,4.6917728345477805,183.6549531185399,0.15670094507449328,0.5603234045848466,0.0,0.0,0.0,0.9991304893899381,0.5603234045848466,0.0,0.0,2.9699773370413103e-07,18.0
500.0,0.9,oven-3-o17-to-o15,0.7571355606372844,1.3299161635891235,0.27810284048159684,0.2,0.27903272015568753,300000.0,484780.6408493125,6.364851100077493,31.550984662211736,0.000735912140728836,0.5693107440652182,0.0,0.0,0.0,0.0,0.0,1.0000000000103888,0.5693107440652182,3.036956988456589e-07,19.0
500.0,0.95,oven-1-c12-to-n13,0.39217908858899686,0.4189320670916548,0.09782416975778435,0.2,0.09435491883121247,100000.0,260932.57986699598,7.824571587077811,57.58073719793175,0.14053596071532543,0.936140055621942,1.0000000002501745,0.050000000012508775,0.936140055621942,0.0,0.0,0.0,0.0,4.581944431941769e-07,13.2
500.0,0.95,oven-2-c13-to-f17,1.6305916100992435,2.910090131443603,0.5222689957034143,0.2,0.9083226143958292,1000000.0,1210316.8621807217,4.6917728345477805,183.6549531185399,0.15670094507449328,0.5603234045848466,0.0,0.0,0.0,0.9991304893899381,0.5603234045848466,0.0,0.0,2.9699773370413103e-07,18.0
500.0,0.95,oven-3-o17-to-o15,0.7571355606372844,1.3299161635891235,0.27810284048159684,0.2,0.27903272015568753,300000.0,484780.6408493125,6.364851100077493,31.550984662211736,0.000735912140728836,0.5693107440652182,0.0,0.0,0.0,0.0,0.0,1.0000000000103888,0.5693107440652182,3.036956988456589e-07,19.0
500.0,0.98,oven-1-c12-to-n13,0.521574070492706,0.5676487762993947,0.09703861378497386,0.2,0.22453545670773212,100000.0,186410.39983367897,8.752792341154144,57.351745114500545,0.13779433035522806,0.9188323700668253,1.0000000601000365,0.02000000120200075,0.9188323700668253,0.0,0.0,0.0,0.0,1.699561597478766e-08,13.08
500.0,0.98,oven-2-c13-to-f17,1.6305916100992435,2.910090131443603,0.5222689957034143,0.2,0.9083226143958292,1000000.0,1210316.8621807217,4.6917728345477805,183.6549531185399,0.15670094507449328,0.5603234045848466,0.0,0.0,0.0,0.9991304893899381,0.5603234045848466,0.0,0.0,2.9699773370413103e-07,18.0
500.0,0.98,oven-3-o17-to-o15,0.7571355606372844,1.3299161635891235,0.27810284048159684,0.2,0.27903272015568753,300000.0,484780.6408493125,6.364851100077493,31.550984662211736,0.000735912140728836,0.5693107440652182,0.0,0.0,0.0,0.0,0.0,1.0000000000103888,0.5693107440652182,3.036956988456589e-07,19.0
500.0,1.0,oven-1-c12-to-n13,0.6578482643667165,0.7072508596193349,0.09651493445233744,0.2,0.36133332991437905,100000.0,173335.4418655804,8.967558401240305,96.05685382186493,0.4162163640441297,0.930148412574276,0.0,0.0,0.930148412574276,0.0,0.0,0.0,0.0,7.293549095547986e-07,13.0
500.0,1.0,oven-2-c13-to-f17,1.6305916100992435,2.910090131443603,0.5222689957034143,0.2,0.9083226143958292,1000000.0,1210316.8621807217,4.6917728345477805,183.6549531185399,0.15670094507449328,0.5603234045848466,0.0,0.0,0.0,0.9991304893899381,0.5603234045848466,0.0,0.0,2.9699773370413103e-07,18.0
500.0,1.0,oven-3-o17-to-o15,0.7571355606372844,1.3299161635891235,0.27810284048159684,0.2,0.27903272015568753,300000.0,484780.6408493125,6.364851100077493,31.550984662211736,0.000735912140728836,0.5693107440652182,0.0,0.0,0.0,0.0,0.0,1.0000000000103888,0.5693107440652182,3.036956988456589e-07,19.0
550.0,0.85,oven-1-c12-to-n13,0.24809409755861345,0.2715648579974229,0.10044299625363186,0.05,0.09765110130498157,100000.0,140863.48856109913,10.57052464045999,15.218553613491672,8.093088685619436e-06,0.9135721734693957,1.000000003743849,0.15000000056157736,0.9135721734693957,0.0,0.0,0.0,0.0,7.90702354103118e-08,13.6
550.0,0.85,oven-2-c13-to-f17,1.6305916100992435,2.753860612231076,0.5222689957034143,0.2,0.9083226143958292,1000000.0,1205921.1407439301,5.1672132667015545,184.93338534737237,0.18541550660954728,0.5921111630912207,0.0,0.0,0.0,0.9992510045141023,0.5921111630912207,0.0,0.0,3.080881862319634e-07,18.0
550.0,0.85,oven-3-o17-to-o15,0.7571355606372844,1.2353269517020689,0.27810284048159684,0.2,0.27903272015568753,300000.0,484386.2607124083,7.003235822799934,32.492709291108866,0.0010308672526200546,0.6129029724431102,0.0,0.0,0.0,0.0,0.0,1.0000000000062552,0.6129029724431102,1.2092643904077183e-06,19.0
550.0,0.9,oven-1-c12-to-n13,0.2451365462714011,0.32914686912282326,0.09913352545728181,0.05,0.0960030208141193,100000.0,141795.60445935017,10.547311360358847,13.715918124918351,6.0215730075064004e-06,0.7447634149602889,1.0000000036646686,0.10000000036646683,0.7447634149602889,0.0,0.0,0.0,0.0,1.1664040403482294e-06,13.4
550.0,0.9,oven-2-c13-to-f17,1.6305916100992435,2.753860612231076,0.5222689957034143,0.2,0.9083226143958292,1000000.0,1205921.1407439301,5.1672132667015545,184.93338534737237,0.18541550660954728,0.5921111630912207,0.0,0.0,0.0,0.9992510045141023,0.5921111630912207,0.0,0.0,3.080881862319634e-07,18.0
550.0,0.9,oven-3-o17-to-o15,0.7571355606372844,1.2353269517020689,0.27810284048159684,0.2,0.27903272015568753,300000.0,484386.2607124083,7.003235822799934,32.492709291108866,0.0010308672526200546,0.6129029724431102,0.0,0.0,0.0,0.0,0.0,1.0000000000062552,0.6129029724431102,1.2092643904077183e-06,19.0
550.0,0.95,oven-1-c12-to-n13,0.39217908858899686,0.415278468321558,0.09782416975778435,0.2,0.09435491883121247,100000.0,259017.64082042567,8.628187515687017,64.30987010491725,0.1940494523875722,0.94437616805436,1.0000000002097675,0.050000000010488425,0.94437616805436,0.0,0.0,0.0,0.0,2.957431978691013e-07,13.2
